DATE,15/03/2021,TIME,16:34:37
Index, Gyro_x [dps], Gyro_y [dps], Gyro_z [dps], Accel_x [g], Accel_y [g], Accel_z [g], Pressure [kg],,Time[s]
93,1.6800000000000002,-2.31,-3.08,-0.02587890625,-0.98583984375,-0.0263671875,-1.6007106751203537e-08,-1.6007106751203537e-08,0.140583
94,1.9600000000000002,-2.66,-2.5200000000000005,-0.0283203125,-0.998046875,-0.0224609375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.140583
95,2.1,-2.7300000000000004,-2.24,-0.04296875,-0.9970703125,-0.017578125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.140583
96,0.9800000000000001,-2.31,-3.43,-0.02880859375,-0.98291015625,-0.0302734375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.140583
97,2.5900000000000003,-2.8000000000000003,-2.5900000000000003,-0.0234375,-0.994140625,-0.013671875,-1.6007106751203537e-08,-1.6007106751203537e-08,0.140583
98,1.33,-2.45,-2.45,-0.033203125,-0.978515625,-0.02587890625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.140583
99,2.66,-2.87,-2.87,-0.02099609375,-0.98779296875,-0.033203125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.156212
100,0.49000000000000005,-1.8200000000000003,-2.24,-0.0341796875,-0.9853515625,-0.0224609375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.156212
101,2.24,-2.5200000000000005,-2.87,-0.02587890625,-0.98779296875,-0.0048828125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.156212
102,2.24,-2.66,-2.45,-0.0341796875,-0.9873046875,-0.02099609375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.156212
103,0.9800000000000001,-2.0300000000000002,-3.43,-0.0302734375,-0.9951171875,-0.02001953125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.156212
104,0.49000000000000005,-1.8900000000000001,-2.5200000000000005,-0.02392578125,-0.98876953125,-0.0244140625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.156212
105,2.87,-2.87,-2.7300000000000004,-0.02099609375,-0.98974609375,-0.03564453125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.156212
106,2.1,-2.66,-2.66,-0.013671875,-0.9970703125,-0.02685546875,-1.6007106751203537e-08,-1.6007106751203537e-08,0.156212
107,1.8900000000000001,-2.7300000000000004,-2.87,-0.02734375,-1.0009765625,-0.0322265625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.156212
108,0.8400000000000001,-2.1,-2.0300000000000002,-0.02392578125,-0.99267578125,-0.03759765625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.156212
109,2.66,-2.7300000000000004,-2.87,-0.01806640625,-0.99072265625,-0.02783203125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.156212
110,3.3600000000000003,-3.0100000000000002,-2.1,-0.0234375,-0.9775390625,-0.0302734375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.171852
111,1.61,-2.31,-3.2900000000000005,-0.02783203125,-0.98779296875,-0.02880859375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.171852
112,0.7000000000000001,-2.1700000000000004,-2.24,-0.0322265625,-0.994140625,-0.0302734375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.171852
113,1.8200000000000003,-2.7300000000000004,-3.1500000000000004,-0.0302734375,-0.9892578125,-0.0224609375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.171852
114,1.6800000000000002,-2.3800000000000003,-3.08,-0.021484375,-0.9970703125,-0.021484375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.171852
115,1.61,-2.5200000000000005,-2.9400000000000004,-0.0302734375,-0.9951171875,-0.021484375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.171852
116,2.1700000000000004,-2.8000000000000003,-3.1500000000000004,-0.02490234375,-0.99755859375,-0.01708984375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.171852
117,0.49000000000000005,-2.24,-2.5900000000000003,-0.0302734375,-0.982421875,-0.02783203125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.171852
118,1.61,-2.31,-3.08,-0.02734375,-0.98828125,-0.02978515625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.171852
119,0.9100000000000001,-1.9600000000000002,-2.66,-0.01904296875,-0.98779296875,-0.02197265625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.187416
120,1.9600000000000002,-2.5900000000000003,-2.9400000000000004,-0.03466796875,-0.98681640625,-0.03271484375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.187416
121,1.4700000000000002,-2.31,-2.45,-0.0302734375,-0.9951171875,-0.025390625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.187416
122,1.9600000000000002,-2.66,-3.22,-0.0205078125,-0.984375,-0.03076171875,-1.6007106751203537e-08,-1.6007106751203537e-08,0.187416
123,1.8200000000000003,-2.31,-2.45,-0.0263671875,-0.9833984375,-0.037109375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.187416
124,0.42000000000000004,-2.1,-2.8000000000000003,-0.03515625,-0.9814453125,-0.02392578125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.187416
125,1.33,-2.3800000000000003,-2.5900000000000003,-0.0263671875,-0.986328125,-0.03466796875,-1.6007106751203537e-08,-1.6007106751203537e-08,0.187416
126,2.0300000000000002,-2.66,-2.87,-0.0283203125,-0.99609375,-0.01708984375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.187416
127,2.1700000000000004,-2.7300000000000004,-2.7300000000000004,-0.02490234375,-0.99169921875,-0.02490234375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.187416
128,2.24,-2.87,-2.9400000000000004,-0.02490234375,-0.98876953125,-0.03271484375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.20303
129,2.1700000000000004,-2.5900000000000003,-2.45,-0.021484375,-0.986328125,-0.02783203125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.20303
130,0.9800000000000001,-2.1,-2.5900000000000003,-0.029296875,-0.98828125,-0.0302734375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.20303
131,0.9100000000000001,-1.9600000000000002,-3.5700000000000003,-0.02685546875,-0.98583984375,-0.0244140625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.20303
132,1.61,-2.0300000000000002,-2.31,-0.021484375,-0.990234375,-0.01318359375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.20303
133,1.61,-2.3800000000000003,-2.31,-0.03076171875,-0.99365234375,-0.0185546875,-1.6007106751203537e-08,-1.6007106751203537e-08,0.20303
134,1.2600000000000002,-2.1,-2.9400000000000004,-0.01220703125,-0.99560546875,-0.0302734375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.20303
135,2.7300000000000004,-2.8000000000000003,-3.08,-0.0185546875,-0.9873046875,-0.025390625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.20303
136,1.4700000000000002,-2.45,-2.3800000000000003,-0.0234375,-1.0,-0.0244140625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.20303
137,0.8400000000000001,-1.9600000000000002,-2.66,-0.01953125,-0.9873046875,-0.03271484375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.20303
138,2.66,-3.0100000000000002,-2.5200000000000005,-0.02392578125,-0.99755859375,-0.02392578125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.20303
139,-0.07,-1.7500000000000002,-3.3600000000000003,-0.01953125,-0.9833984375,-0.02734375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.20303
140,1.6800000000000002,-2.31,-2.3800000000000003,-0.02783203125,-1.00048828125,-0.0224609375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.218706
141,1.9600000000000002,-2.7300000000000004,-3.1500000000000004,-0.02001953125,-0.99365234375,-0.021484375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.218706
142,1.9600000000000002,-2.9400000000000004,-2.1,-0.0126953125,-0.9833984375,-0.0234375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.218706
143,0.56,-1.7500000000000002,-3.7800000000000002,-0.0224609375,-0.9921875,-0.033203125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.218706
144,2.1,-2.3800000000000003,-1.7500000000000002,-0.017578125,-0.9833984375,-0.03271484375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.218706
145,1.8900000000000001,-2.31,-3.0100000000000002,-0.015625,-0.986328125,-0.02978515625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.218706
146,2.24,-2.9400000000000004,-2.24,-0.02734375,-0.98486328125,-0.0341796875,-1.6007106751203537e-08,-1.6007106751203537e-08,0.218706
147,1.7500000000000002,-2.5900000000000003,-2.8000000000000003,-0.02392578125,-0.99169921875,-0.02490234375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.218706
148,1.9600000000000002,-2.45,-1.9600000000000002,-0.02392578125,-0.99462890625,-0.02978515625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.218706
149,2.9400000000000004,-2.9400000000000004,-3.3600000000000003,-0.02880859375,-0.99951171875,-0.0234375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.218706
150,0.0,-1.9600000000000002,-2.5900000000000003,-0.0263671875,-0.9833984375,-0.03076171875,-1.6007106751203537e-08,-1.6007106751203537e-08,0.218706
151,1.54,-2.31,-2.87,-0.029296875,-0.990234375,-0.03076171875,-1.6007106751203537e-08,-1.6007106751203537e-08,0.234273
152,1.2600000000000002,-2.3800000000000003,-2.31,-0.037109375,-0.9873046875,-0.03369140625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.234273
153,1.2600000000000002,-2.5200000000000005,-3.08,-0.03515625,-0.9990234375,-0.02001953125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.234273
154,1.33,-2.1700000000000004,-2.7300000000000004,-0.02783203125,-0.97705078125,-0.02880859375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.234273
155,1.6800000000000002,-2.45,-2.66,-0.0341796875,-0.9775390625,-0.021484375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.234273
156,1.54,-2.31,-3.0100000000000002,-0.02490234375,-0.98876953125,-0.0341796875,-1.6007106751203537e-08,-1.6007106751203537e-08,0.234273
157,2.1700000000000004,-2.3800000000000003,-2.5900000000000003,-0.0263671875,-0.990234375,-0.0166015625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.234273
158,2.24,-2.3800000000000003,-2.87,-0.01708984375,-0.98193359375,-0.02490234375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.234273
159,1.54,-2.24,-2.45,-0.02001953125,-0.98974609375,-0.01318359375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.234273
160,0.9100000000000001,-1.6800000000000002,-2.45,-0.025390625,-0.9775390625,-0.02978515625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.249897
161,2.24,-2.66,-2.3800000000000003,-0.02392578125,-0.99755859375,-0.02783203125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.249897
162,2.24,-2.45,-3.08,-0.02490234375,-0.99658203125,-0.021484375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.249897
163,1.2600000000000002,-2.24,-2.5200000000000005,-0.025390625,-0.994140625,-0.0224609375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.249897
164,1.61,-2.5200000000000005,-2.9400000000000004,-0.0234375,-0.98828125,-0.0361328125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.249897
165,0.14,-2.0300000000000002,-2.1700000000000004,-0.02880859375,-0.98681640625,-0.0302734375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.249897
166,1.7500000000000002,-2.24,-3.1500000000000004,-0.02001953125,-0.98779296875,-0.03564453125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.249897
167,2.24,-2.45,-2.5200000000000005,-0.01953125,-0.9921875,-0.03369140625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.249897
168,1.7500000000000002,-2.31,-3.08,-0.017578125,-0.9931640625,-0.0283203125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.249897
169,0.56,-2.0300000000000002,-2.5900000000000003,-0.01513671875,-0.99560546875,-0.02685546875,-1.6007106751203537e-08,-1.6007106751203537e-08,0.249897
170,2.24,-2.5900000000000003,-3.08,-0.021484375,-0.9892578125,-0.02978515625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.265573
171,1.05,-2.1700000000000004,-2.45,-0.02197265625,-0.99169921875,-0.03662109375,-1.6007106751203537e-08,-1.6007106751203537e-08,0.265573
172,1.4000000000000001,-2.66,-2.45,-0.01708984375,-0.98095703125,-0.02587890625,-1.6007106751203537e-08,-1.6007106751203537e-08,0.265573
173,2.3800000000000003,-2.8000000000000003,-2.5200000000000005,-0.033203125,-0.9853515625,-0.0263671875,-1.6007106751203537e-08,-1.6007106751203537e-08,0.265573
174,0.8400000000000001,-1.9600000000000002,-2.87,-0.0205078125,-0.982421875,-0.02783203125,-1.6007106751203537e-08,-1.6007106751203537e-08,0.265573
